"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Reach,Likes,Shares,Follows,Comments,Saves
18071376056306300,17841458466454655,houseofhetheringtons,"Georgia Hetherington | House of Hetheringtons","ad Pass the Lays and Fanta Lemon, cus this new set-up is giving HOLIDAY 🌞🍋

I’m THRILLED with our new outdoor furniture from @barkerandstoneshouse. I’m the most antisocial person you’ll ever meet, but you best believe I’ve been inviting people round non-stop since this was delivered and everyone’s said it makes them feel like they’re on holiday. It’s such a beautiful set - the shape, the colour, the material, everything! Not to mention the adjustable table, making it perfect for both casual drinks, or al fresco dining. 

If you need me this summer, find me here 🍹

#patioinspo #patiofurniture #gardeninspo #barkerandstonehouse",13,"04/30/2026 23:00",https://www.instagram.com/reel/DXyQKWFM3ur/,"IG reel",,Lifetime,154313,310227,518,76,82,70,0
18085965296577952,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Spring Mood: Modern Metallics ✨

From statements pieces to accent accessories, metallics are shining this season. These re-imagined finishes feel fresh, calm and considered.",0,"04/30/2026 09:45",https://www.instagram.com/p/DXw1OIeDJm7/,"IG carousel",,Lifetime,4116,1988,23,2,1,0,6
18434260234192133,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Next up in our chair pairing series: statement marble tables🙌🏼

Marble brings the drama, so the right chairs should complement that without disappearing into the background.

When pairing chairs with a statement marble table, try:

✨ Soft curves & sleek legs
✨Classic forms & rich woods
✨Bold silhouettes & deep colours

Save this for your next dining room refresh!",17,"07/28/2026 09:30",https://www.instagram.com/reel/DbV-QBrOuZd/,"IG reel",,Lifetime,1563,1214,9,1,0,0,2
18018867539895463,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Raul and Tasso - a match made in furniture heaven 🩷

Raul's plush velvet curves meet Tasso's warm mango wood tones for a bedroom that feels both cosy and considered. Ready for your refresh?",0,"07/27/2026 09:22",https://www.instagram.com/p/DbTYgFrAEcL/,"IG carousel",,Lifetime,3461,1578,19,1,0,0,0
18209611930344883,17841403777018099,thehoppyhome,"Jess Duxbury | Interiors & Lifestyle","ad Come unbox our new dining chairs with me! 🥰🤩
.
I’m in LOVE 🥰 Comment CHAIRS if you’d like the link directly!
As soon as I saw these I was obsessed and even happier seeing them in the space, they are perfect. They connect the kitchen and dining room, whilst the rustic feel gives so much character to the room!
@barkerandstonehouse ad/pr
#homedesign #homedecoration #homesweethome",9,"07/26/2026 11:32",https://www.instagram.com/reel/DbRCW1AM1JK/,"IG reel",,Lifetime,59025,15157,201,12,3,112,0
18081962462251995,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Nothing makes us happier than seeing how you style our pieces in your homes 🏡 Here's a roundup of some of our favourite tags recently:

@athomewithmollie_ Lomax sofa and footstool
@ashfield.house Cheviot table, Wyre bench and Brockwell chair
@amelia_home_edit Lavinia sofa
@house.no71 Connie armchair
@skipsatthesanderson Fuji dining table
@chez_shay Hoxton sofa

Is your house a Barker and Stonehouse? Tag us in your home pics for a chance to be featured on our page! 📸",0,"07/24/2026 08:31",https://www.instagram.com/p/DbLkOJ1Gqt2/,"IG carousel",,Lifetime,10829,5460,65,12,2,4,15
17976857103115047,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","A study in texture, with the @tetradsofas Dakota range ✨

Heritage craftsmanship, meet relaxed British comfort in Tetrad’s latest collection. Inspired by traditional North American weaving traditions which have been re-imaged in two distinctive new fabrics, Dakota is handwoven from 100% wool and gently brushed for a tactile finish.",12,"07/23/2026 10:30",https://www.instagram.com/reel/DbJNL35OdaZ/,"IG reel",,Lifetime,3907,3182,38,2,0,0,1
17936396772301953,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","This is your sign to shop our final garden furniture pieces before they're gone! 🌿

With summer in full swing, some of our lines have already sold out, so take your pick of our remaining ranges now and transform your outdoor space in style.",0,"07/21/2026 09:56",https://www.instagram.com/p/DbD_n4jiWl8/,"IG carousel",,Lifetime,3445,1460,9,0,0,1,2
18418675870145377,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Have you heard about our outlet stores? 👀

The same Barker and Stonehouse quality you know and love, but with prices that make it even easier to make your house a home. Take a look around our Middlesbrough outlet and see what we mean.

Can’t make it to Middlesbrough? We’ve got you covered - you’ll also find us at the Metro Centre Retail Park in Gateshead.

If you’ve never visited our outlet stores, now’s the time. 🛋️

📍 Middlesbrough Outlet, Newport Road, Middlesbrough, TS1 5JJ

📍 Metro Outlet, Unit 4a, Metro Centre Retail Park, Gateshead, NE11 9XU",31,"07/20/2026 10:30",https://www.instagram.com/reel/DbBeusguFco/,"IG reel",,Lifetime,28778,21151,183,60,510,4,86
17889096801412843,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","One of our most asked questions is “which dining chairs go with which tables?” So we’re here to help!

Next up in our chair pairing series: rustic wood tables 🪵

The goal is to let the table’s natural character shine while adding chairs that complement the timeless feel.

When pairing chairs with a rustic wood table, try:
✨ Elegant curves & soft colours
✨ Classic shapes & traditional details
✨ Rich leather & sleek metal legs

Save this for your next dining room refresh and follow along for more chair pairings coming soon!",15,"07/19/2026 02:22",https://www.instagram.com/reel/Da7T9NfOTFZ/,"IG reel",,Lifetime,2500,2030,8,0,0,0,0
