"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Reach,Likes,Shares,Replies,"Link clicks",Navigation,"Profile visits",Follows,"Sticker taps"
18101371330518159,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"08/02/2025 01:21",https://www.instagram.com/stories/barkerandstonehouse/3690172941430095752,"IG story",,Lifetime,1324,1180,2,0,0,,1222,6,1,
18063652709464795,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"08/01/2025 03:47",https://www.instagram.com/stories/barkerandstonehouse/3689521322052981334,"IG story",,Lifetime,1127,1024,0,0,0,,1052,7,1,
18285339922248897,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"07/31/2025 05:52",https://www.instagram.com/stories/barkerandstonehouse/3688859651496106966,"IG story",,Lifetime,1598,1390,3,0,0,,1311,12,3,4
18066991292324727,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"07/30/2025 07:45",https://www.instagram.com/stories/barkerandstonehouse/3688191638933489843,"IG story",,Lifetime,1247,1119,4,0,0,3,1155,6,,
18072592399838887,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,26,"07/25/2025 03:46",https://www.instagram.com/stories/barkerandstonehouse/3684447252437289717,"IG story",,Lifetime,950,841,3,0,0,,890,3,,
18128848924453020,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,17,"07/16/2025 02:07",https://www.instagram.com/stories/barkerandstonehouse/3677874746637386752,"IG story",,Lifetime,1200,1043,4,0,0,,1095,15,1,
18081962071662120,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"07/11/2025 05:36",https://www.instagram.com/stories/barkerandstonehouse/3674355887280199622,"IG story",,Lifetime,999,894,0,0,0,26,909,5,,
18082445626667114,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,19,"07/09/2025 07:32",https://www.instagram.com/stories/barkerandstonehouse/3672964631769506548,"IG story",,Lifetime,705,646,1,0,0,,676,3,,
18470201356074115,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,6,"07/09/2025 03:15",https://www.instagram.com/stories/barkerandstonehouse/3672835525841132230,"IG story",,Lifetime,1080,985,2,0,0,,906,5,,
18121816765463252,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"07/08/2025 02:27",https://www.instagram.com/stories/barkerandstonehouse/3672086429471865367,"IG story",,Lifetime,6570,5764,6,0,0,,5847,39,,40
