"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Reach,Likes,Shares,Follows,"Profile visits",Replies,"Link clicks",Navigation,"Sticker taps"
18118494187632717,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"04/15/2026 08:42",https://www.instagram.com/stories/barkerandstonehouse/3875937268154528873,"IG story",,Lifetime,863,781,5,0,,2,0,2,541,
18115327399670431,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"04/15/2026 08:42",https://www.instagram.com/stories/barkerandstonehouse/3875937269773527492,"IG story",,Lifetime,969,850,1,1,,1,0,7,511,
17865573471614122,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"04/15/2026 08:42",https://www.instagram.com/stories/barkerandstonehouse/3875937271342179338,"IG story",,Lifetime,802,731,2,0,,,0,1,498,
18335109634246961,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"04/15/2026 08:42",https://www.instagram.com/stories/barkerandstonehouse/3875937260554452415,"IG story",,Lifetime,773,699,1,0,,3,0,4,476,
18118728445636141,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"04/17/2026 02:03",https://www.instagram.com/stories/barkerandstonehouse/3877185943879046183,"IG story",,Lifetime,2803,2480,6,1,,6,1,,2046,5
18001113326866190,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"04/17/2026 02:03",https://www.instagram.com/stories/barkerandstonehouse/3877186158954561043,"IG story",,Lifetime,2320,1963,5,7,,12,3,,1724,26
18069818408400785,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"04/17/2026 03:36",https://www.instagram.com/stories/barkerandstonehouse/3877233039847984289,"IG story",,Lifetime,1736,1503,2,0,,14,1,,1553,
17854320240641055,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,5,"04/17/2026 10:50",https://www.instagram.com/stories/barkerandstonehouse/3877451267371228004,"IG story",,Lifetime,1488,1318,3,1,,7,0,,1292,
18160919350449140,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,17,"04/18/2026 23:20",https://www.instagram.com/stories/barkerandstonehouse/3878553247724401405,"IG story",,Lifetime,1944,1691,8,1,1,17,2,,1777,
17854189299648669,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,17,"04/19/2026 09:26",https://www.instagram.com/stories/barkerandstonehouse/3878858321658945495,"IG story",,Lifetime,1250,1078,6,0,,6,1,,1141,44
18069282533409421,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"04/20/2026 03:33",https://www.instagram.com/stories/barkerandstonehouse/3879405627026208521,"IG story",,Lifetime,5664,4806,14,2,,22,1,46,4830,23
18122667640625587,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"04/23/2026 07:51",https://www.instagram.com/stories/barkerandstonehouse/3881709588773125115,"IG story",,Lifetime,1041,962,1,0,1,5,0,2,963,
18582976630019115,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"04/27/2026 02:23",https://www.instagram.com/stories/barkerandstonehouse/3884443972823474049,"IG story",,Lifetime,5791,4848,10,2,,44,0,,5113,10
18076956179330206,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"04/29/2026 00:48",https://www.instagram.com/stories/barkerandstonehouse/3885845627649428987,"IG story",,Lifetime,748,652,4,0,,3,1,,722,3
18069632999324114,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"04/30/2026 03:41",https://www.instagram.com/stories/barkerandstonehouse/3886657361477956844,"IG story",,Lifetime,9596,8659,2,0,,4,0,,3617,2
18021782882827986,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"04/30/2026 03:41",https://www.instagram.com/stories/barkerandstonehouse/3886657415039187367,"IG story",,Lifetime,7355,6603,11,0,,29,2,,6591,17
18160866649433537,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"05/01/2026 01:21",https://www.instagram.com/stories/barkerandstonehouse/3887311829315936924,"IG story",,Lifetime,944,828,11,0,2,6,3,,836,13
18586202830011356,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"05/01/2026 01:21",https://www.instagram.com/stories/barkerandstonehouse/3887311916305763216,"IG story",,Lifetime,663,587,3,0,,1,0,,596,13
17858323008634335,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"05/01/2026 01:21",https://www.instagram.com/stories/barkerandstonehouse/3887311947888871071,"IG story",,Lifetime,593,526,3,1,,1,1,,556,
17948388237156272,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"05/01/2026 01:22",https://www.instagram.com/stories/barkerandstonehouse/3887311992423983511,"IG story",,Lifetime,564,497,3,0,,,0,,532,2
18094535105128291,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,13,"05/01/2026 01:24",https://www.instagram.com/stories/barkerandstonehouse/3887313075351379668,"IG story",,Lifetime,519,470,4,0,,1,0,5,485,
18064005620402704,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"05/01/2026 04:01",https://www.instagram.com/stories/barkerandstonehouse/3887392307238674056,"IG story",,Lifetime,568,499,1,0,,1,0,,513,
18096242962890148,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,20,"05/01/2026 04:07",https://www.instagram.com/stories/barkerandstonehouse/3887395291670520152,"IG story",,Lifetime,509,439,2,0,,1,0,1,486,
18413732905134273,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"05/01/2026 07:45",https://www.instagram.com/stories/barkerandstonehouse/3887505073567960035,"IG story",,Lifetime,676,600,1,1,,,0,7,629,
18343092817300600,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"05/05/2026 02:40",https://www.instagram.com/stories/barkerandstonehouse/3890250761605551843,"IG story",,Lifetime,1003,898,11,0,,5,1,,912,
18080681963409671,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"05/05/2026 02:48",https://www.instagram.com/stories/barkerandstonehouse/3890254585896505522,"IG story",,Lifetime,781,690,5,0,,4,1,7,714,
17969713314047406,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,45,"05/09/2026 07:54",https://www.instagram.com/stories/barkerandstonehouse/3893307530109802793,"IG story",,Lifetime,2046,1830,1,1,1,12,0,,1909,
18425828881122060,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"05/11/2026 06:49",https://www.instagram.com/stories/barkerandstonehouse/3894724383164109763,"IG story",,Lifetime,1238,1068,3,0,,8,0,52,1095,
18075615065355008,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","THE TEAM HAVE ARRIVED AT @TEMPUR_UK 😆",0,"05/14/2026 02:36",https://www.instagram.com/stories/barkerandstonehouse/3896771496272485800,"IG story",,Lifetime,912,811,8,0,,3,0,,839,
18116635018741043,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","STARTING OFF WITH A WARM WELCOME FROM THE TEAM🛍️",2,"05/14/2026 02:37",https://www.instagram.com/stories/barkerandstonehouse/3896771875359706346,"IG story",,Lifetime,818,669,2,0,,,0,,538,
18588178702011958,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","SAFE TO SAY @TEMPUR_UK KNOW HOW TO HOST…",3,"05/14/2026 02:37",https://www.instagram.com/stories/barkerandstonehouse/3896772140322323681,"IG story",,Lifetime,785,628,2,0,,1,0,,624,
18088714355461017,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","WE TOOK MATTRESS TESTING VERY SERIOUSLY…",6,"05/14/2026 02:39",https://www.instagram.com/stories/barkerandstonehouse/3896772895859068874,"IG story",,Lifetime,699,593,4,1,,1,0,,611,
18099447974041515,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","WE CAN’T WAIT TO SHARE ALL THAT WE’VE LEARNT! 🧠 KEEP YOUR EYES PEELED…IN THE MEANTIME, SHOP TEMPUR NOW",7,"05/14/2026 02:43",https://www.instagram.com/stories/barkerandstonehouse/3896774836714505133,"IG story",,Lifetime,665,568,5,0,,4,1,4,603,
18125217223533894,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,18,"05/14/2026 09:03",https://www.instagram.com/stories/barkerandstonehouse/3896966265193666889,"IG story",,Lifetime,769,692,1,0,,4,0,,713,
18062125352450929,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,30,"05/16/2026 00:06",https://www.instagram.com/stories/barkerandstonehouse/3898145641989700817,"IG story",,Lifetime,1613,1398,7,1,,9,2,,1512,
17969666546900635,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,30,"05/18/2026 02:15",https://www.instagram.com/stories/barkerandstonehouse/3899660005901347644,"IG story",,Lifetime,785,710,6,0,,4,0,2,734,
18137315626550425,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,18,"05/18/2026 02:16",https://www.instagram.com/stories/barkerandstonehouse/3899660579875071997,"IG story",,Lifetime,610,560,2,0,,1,0,1,584,
18349482844244598,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,60,"05/18/2026 02:17",https://www.instagram.com/stories/barkerandstonehouse/3899661121678507821,"IG story",,Lifetime,589,525,4,0,,1,0,2,559,
18141011491521304,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"05/18/2026 10:55",https://www.instagram.com/stories/barkerandstonehouse/3899922046581460038,"IG story",,Lifetime,674,553,1,0,1,4,0,29,606,
18092718751980329,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,15,"05/19/2026 00:56",https://www.instagram.com/stories/barkerandstonehouse/3900344971211606127,"IG story",,Lifetime,1093,875,9,155,,11,0,,705,
18062336096458075,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"05/19/2026 03:10",https://www.instagram.com/stories/barkerandstonehouse/3900412580726928632,"IG story",,Lifetime,658,584,5,0,,4,0,1,628,
17945952531195128,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"05/20/2026 08:51",https://www.instagram.com/stories/barkerandstonehouse/3901308802484476244,"IG story",,Lifetime,842,767,1,0,,,0,6,774,
18106333412483115,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,60,"05/20/2026 08:52",https://www.instagram.com/stories/barkerandstonehouse/3901308927833016834,"IG story",,Lifetime,668,592,1,0,,3,0,,623,
18103413202986656,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Can you guess where we are?  We’ll be here tomorrow morning with a special surprise…..",0,"05/21/2026 05:58",https://www.instagram.com/stories/barkerandstonehouse/3901946588971430427,"IG story",,Lifetime,1418,1187,3,0,,3,0,,1250,
17870113395529330,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","North East followers listen up!

After shooting our Summer Sale campaign in the beautiful Saltburn by the Sea last week (and getting an amazing reaction from the locals), we’re returning today to give a little something back!

Find us by the Seaview Restaurant today 10AM-12PM where we’ll be handing out free accessory goody bags and gifts, plus your chance to win a stunning Orla Kiely sofa. 

Just look our for the Barker and Stonehouse van!",0,"05/22/2026 01:41",https://www.instagram.com/stories/barkerandstonehouse/3902542243305729964,"IG story",,Lifetime,1068,889,10,1,1,5,2,,935,
18013482608892615,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"05/22/2026 08:09",https://www.instagram.com/stories/barkerandstonehouse/3902737282971475120,"IG story",,Lifetime,667,577,4,0,,4,0,,607,
18005451272866576,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"05/22/2026 08:09",https://www.instagram.com/stories/barkerandstonehouse/3902737319529041200,"IG story",,Lifetime,569,504,1,1,,1,0,,549,
17931168825278828,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"05/22/2026 08:09",https://www.instagram.com/stories/barkerandstonehouse/3902737352513161028,"IG story",,Lifetime,548,484,2,0,,,0,,536,
17897533968302475,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"05/22/2026 08:09",https://www.instagram.com/stories/barkerandstonehouse/3902737380682199166,"IG story",,Lifetime,558,471,3,0,,,2,,537,
18081345620537493,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"05/22/2026 08:09",https://www.instagram.com/stories/barkerandstonehouse/3902737415067005672,"IG story",,Lifetime,541,464,1,0,,,0,,525,
17939297952228145,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"05/22/2026 08:09",https://www.instagram.com/stories/barkerandstonehouse/3902737477109250298,"IG story",,Lifetime,509,455,5,0,,1,1,,488,
18101111204054157,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"05/22/2026 08:14",https://www.instagram.com/stories/barkerandstonehouse/3902740296268713285,"IG story",,Lifetime,485,440,1,0,,,0,,474,
17927531124311729,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,32,"05/22/2026 08:16",https://www.instagram.com/stories/barkerandstonehouse/3902742610305660633,"IG story",,Lifetime,507,434,3,1,,1,0,,475,
18111720454896230,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"05/23/2026 02:30",https://www.instagram.com/stories/barkerandstonehouse/3903291697357070401,"IG story",,Lifetime,960,870,0,0,,2,0,6,889,
18100184096278742,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"05/25/2026 01:37",https://www.instagram.com/stories/barkerandstonehouse/3904714556998433195,"IG story",,Lifetime,1176,1087,1,0,,,0,8,1085,
17853187002675393,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,31,"05/25/2026 01:38",https://www.instagram.com/stories/barkerandstonehouse/3904714786223193980,"IG story",,Lifetime,916,839,4,0,,3,0,,870,
17918600226164712,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"05/28/2026 07:24",https://www.instagram.com/stories/barkerandstonehouse/3907063123885068381,"IG story",,Lifetime,824,731,1,0,1,8,0,,746,
18327174583264437,17841400079643420,barkerandstonehouse,"Barker and Stonehouse",,0,"05/28/2026 07:24",https://www.instagram.com/stories/barkerandstonehouse/3907063260040554418,"IG story",,Lifetime,613,552,1,0,,,0,,574,
